14/6/2021:1:30:57 | ::1 | GET | /product/category | 200 | [{"id":"6","name":"Pants","image":"image.jpg","create_at":"2021-07-05T05:51:36.831Z","update_at":"2021-07-05T05:51:36.831Z"},{"id":"5","name":"Jacket","image":"image.jpg","create_at":"2021-07-05T05:51:20.717Z","update_at":"2021-07-05T05:51:20.717Z"},{"id":"4","name":"Shorts","image":"image.jpg","create_at":"2021-07-05T05:50:56.986Z","update_at":"2021-07-05T05:50:56.986Z"},{"id":"3","name":"T-Shirt","image":"image.jpg","create_at":"2021-07-05T05:49:39.133Z","update_at":"2021-07-05T05:49:39.133Z"}]
14/6/2021:5:55:59 | ::1 | GET | /product | 200 | [{"id_product":"33","title":"Baju koko pria putih","category":[{"id":3,"name":"T-Shirt"}],"price":100000,"store":"Muslim store","review":21,"star":4,"image":"public/images/product/2021-07-13T22:52:12.444Z-5f9d591f-54e0-4f48-99c8-33e5ab47c871 2.png","create_at":"2021-07-13T22:52:12.502Z","update_at":"2021-07-13T22:52:12.502Z"},{"id_product":"32","title":"Nike","category":[{"id":36,"name":"Shoes"}],"price":100000,"store":"Nike Store","review":21,"star":4,"image":"public/images/product/2021-07-13T22:49:33.278Z-cruzrone-shoe-l6XXkk (1) 1.png","create_at":"2021-07-13T22:48:12.178Z","update_at":"2021-07-13T22:49:33.301Z"},{"id_product":"30","title":"celana","category":[{"id":3,"name":"T-Shirt"}],"price":100000,"store":"toko kami","review":21,"star":4,"image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","create_at":"2021-07-13T06:14:31.492Z","update_at":"2021-07-13T06:14:31.492Z"}]
14/6/2021:5:56:34 | ::1 | GET | /bag | 200 | [{"id":"9","user":"gustiana882@gmail.com","product_id":30,"product_image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","product_title":"celana","product_store":"toko kami","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T06:54:45.152Z","update_at":"2021-07-13T06:54:45.152Z"}]
14/6/2021:5:57:07 | ::1 | POST | /bag | 200 | {"message":"New bag successfully added"}
14/6/2021:5:57:13 | ::1 | GET | /bag | 200 | [{"id":"11","user":"gustiana882@gmail.com","product_id":33,"product_image":"public/images/product/2021-07-13T22:52:12.444Z-5f9d591f-54e0-4f48-99c8-33e5ab47c871 2.png","product_title":"Baju koko pria putih","product_store":"Muslim store","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T22:57:07.536Z","update_at":"2021-07-13T22:57:07.536Z"},{"id":"9","user":"gustiana882@gmail.com","product_id":30,"product_image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","product_title":"celana","product_store":"toko kami","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T06:54:45.152Z","update_at":"2021-07-13T06:54:45.152Z"}]
14/6/2021:5:57:43 | ::1 | PUT | /bag | 200 | {"message":"Data successfully changed"}
14/6/2021:5:57:47 | ::1 | GET | /bag | 200 | [{"id":"11","user":"gustiana882@gmail.com","product_id":33,"product_image":"public/images/product/2021-07-13T22:52:12.444Z-5f9d591f-54e0-4f48-99c8-33e5ab47c871 2.png","product_title":"Baju koko pria putih","product_store":"Muslim store","product_price":100000,"qty":5,"total_price":500000,"create_at":"2021-07-13T22:57:07.536Z","update_at":"2021-07-13T22:57:43.510Z"},{"id":"9","user":"gustiana882@gmail.com","product_id":30,"product_image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","product_title":"celana","product_store":"toko kami","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T06:54:45.152Z","update_at":"2021-07-13T06:54:45.152Z"}]
14/6/2021:5:58:26 | ::1 | DELETE | /bag/10 | 200 | "Bag ID not found!"
14/6/2021:5:58:32 | ::1 | GET | /product | 200 | [{"id_product":"33","title":"Baju koko pria putih","category":[{"id":3,"name":"T-Shirt"}],"price":100000,"store":"Muslim store","review":21,"star":4,"image":"public/images/product/2021-07-13T22:52:12.444Z-5f9d591f-54e0-4f48-99c8-33e5ab47c871 2.png","create_at":"2021-07-13T22:52:12.502Z","update_at":"2021-07-13T22:52:12.502Z"},{"id_product":"32","title":"Nike","category":[{"id":36,"name":"Shoes"}],"price":100000,"store":"Nike Store","review":21,"star":4,"image":"public/images/product/2021-07-13T22:49:33.278Z-cruzrone-shoe-l6XXkk (1) 1.png","create_at":"2021-07-13T22:48:12.178Z","update_at":"2021-07-13T22:49:33.301Z"},{"id_product":"30","title":"celana","category":[{"id":3,"name":"T-Shirt"}],"price":100000,"store":"toko kami","review":21,"star":4,"image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","create_at":"2021-07-13T06:14:31.492Z","update_at":"2021-07-13T06:14:31.492Z"}]
14/6/2021:5:58:47 | ::1 | GET | /bag | 200 | [{"id":"11","user":"gustiana882@gmail.com","product_id":33,"product_image":"public/images/product/2021-07-13T22:52:12.444Z-5f9d591f-54e0-4f48-99c8-33e5ab47c871 2.png","product_title":"Baju koko pria putih","product_store":"Muslim store","product_price":100000,"qty":5,"total_price":500000,"create_at":"2021-07-13T22:57:07.536Z","update_at":"2021-07-13T22:57:43.510Z"},{"id":"9","user":"gustiana882@gmail.com","product_id":30,"product_image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","product_title":"celana","product_store":"toko kami","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T06:54:45.152Z","update_at":"2021-07-13T06:54:45.152Z"}]
14/6/2021:5:59:00 | ::1 | DELETE | /bag/11 | 200 | {"message":"Data deleted successfully"}
14/6/2021:5:59:14 | ::1 | GET | /bag | 200 | [{"id":"9","user":"gustiana882@gmail.com","product_id":30,"product_image":"public/images/product/2021-07-13T06:14:31.332Z-user.png","product_title":"celana","product_store":"toko kami","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T06:54:45.152Z","update_at":"2021-07-13T06:54:45.152Z"}]
14/6/2021:5:59:57 | ::1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlckBnbWFpbC5jb20iLCJyb2xlcyI6InVzZXIiLCJpYXQiOjE2MjYyMTcxOTcsImV4cCI6MTYyNjMwMzU5N30.r0Xlpx-MU94V0JPVZTURc3bNjg__DU8mtr2QeoAtOrA"}
14/6/2021:6:0:56 | ::1 | GET | /bag | 200 | {"message":"empty bag, please choose one product"}
14/6/2021:6:1:26 | ::1 | POST | /product | 200 | {"message":"access is not allowed"}
14/6/2021:6:1:34 | ::1 | PUT | /product | 200 | {"message":"access is not allowed"}
14/6/2021:6:1:39 | ::1 | DELETE | /product/34 | 200 | {"message":"access is not allowed"}
14/6/2021:6:1:59 | ::1 | POST | /bag | 200 | {"message":"New bag successfully added"}
14/6/2021:6:2:03 | ::1 | GET | /bag | 200 | [{"id":"12","user":"user@gmail.com","product_id":33,"product_image":"public/images/product/2021-07-13T22:52:12.444Z-5f9d591f-54e0-4f48-99c8-33e5ab47c871 2.png","product_title":"Baju koko pria putih","product_store":"Muslim store","product_price":100000,"qty":10,"total_price":1000000,"create_at":"2021-07-13T23:01:59.731Z","update_at":"2021-07-13T23:01:59.731Z"}]
14/6/2021:6:2:31 | ::1 | DELETE | /bag/12 | 200 | {"message":"Data deleted successfully"}
14/6/2021:6:2:35 | ::1 | GET | /bag | 200 | {"message":"empty bag, please choose one product"}
14/6/2021:6:3:21 | ::1 | POST | /register | 200 | {"message":"register success"}
14/6/2021:6:3:35 | ::1 | POST | /register | 200 | {"message":"e-mail already registered"}
14/6/2021:6:3:49 | ::1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlcjFAZ21haWwuY29tIiwicm9sZXMiOiJ1c2VyIiwiaWF0IjoxNjI2MjE3NDI5LCJleHAiOjE2MjYzMDM4Mjl9.6-Ndd6F3mmKv5y5WBRz3JLJuthXXGCGnyadDd9i4sU0"}
14/6/2021:6:5:43 | ::1 | POST | /reset-password | 200 | {"message":"error password wrong!"}
14/6/2021:6:6:04 | ::1 | POST | /reset-password | 200 | {"message":"error password wrong!"}
14/6/2021:6:6:11 | ::1 | POST | /reset-password | 200 | {"message":"edit password success"}
14/6/2021:6:6:21 | ::1 | POST | /login | 200 | {"message":"error login gagal!"}
14/6/2021:6:6:27 | ::1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlcjFAZ21haWwuY29tIiwicm9sZXMiOiJ1c2VyIiwiaWF0IjoxNjI2MjE3NTg3LCJleHAiOjE2MjYzMDM5ODd9.wgdPdG1BTDrPY-WaJJ5ulbG7pHCkXo4cN6atQn-lxqo"}
14/6/2021:6:35:47 | ::1 | GET | /profil | 200 | [{"id":"55","name":"user1","email":"user1@gmail.com","password":"$2b$10$7sertcQYYbk3i4kLn0d9xONlzNO2IW3xZedkLFgygNM.4jOaMEQN2","roles":"user","image":"public/images/profil/2021-07-13T23:03:21.176Z-user.png","create_at":"2021-07-13T23:03:21.289Z","update_at":"2021-07-13T23:03:21.289Z"}]
14/6/2021:6:39:26 | ::1 | POST | /profil/edit-profil | 200 | "syntax error at or near \"update_at\""
14/6/2021:6:40:56 | ::1 | GET | /profil | 200 | [{"id":"55","name":"user1","email":"user1@gmail.com","password":"$2b$10$7sertcQYYbk3i4kLn0d9xONlzNO2IW3xZedkLFgygNM.4jOaMEQN2","roles":"user","image":"public/images/profil/2021-07-13T23:03:21.176Z-user.png","create_at":"2021-07-13T23:03:21.289Z","update_at":"2021-07-13T23:03:21.289Z"}]
14/6/2021:6:43:24 | ::1 | POST | /profil/edit-profil | 200 | "syntax error at or near \"update_at\""
14/6/2021:6:43:48 | ::1 | POST | /profil/edit-profil | 200 | "syntax error at or near \"update_at\""
14/6/2021:6:48:02 | ::1 | POST | /profil/edit-profil | 200 | {"message":"edit profil success"}
14/6/2021:6:48:15 | ::1 | GET | /profil | 200 | [{"id":"55","name":"user100","email":"user1@gmail.com","password":"$2b$10$7sertcQYYbk3i4kLn0d9xONlzNO2IW3xZedkLFgygNM.4jOaMEQN2","roles":"user","image":"public/images/profil/2021-07-13T23:48:02.343Z-user.png","create_at":"2021-07-13T23:03:21.289Z","update_at":"2021-07-13T23:48:02.379Z"}]
14/6/2021:6:49:31 | ::1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlcjFAZ21haWwuY29tIiwicm9sZXMiOiJ1c2VyIiwiaWF0IjoxNjI2MjIwMTcxLCJleHAiOjE2MjYzMDY1NzF9._Zf14HzhTIFPviuLwsHV1pcnWfnbWjnFQVoJu3u79nY"}
14/6/2021:6:49:54 | ::1 | POST | /profil/reset-password | 200 | "syntax error at or near \"Jul\""
14/6/2021:6:50:16 | ::1 | POST | /profil/reset-password | 200 | "time zone \"gmt+0700\" not recognized"
14/6/2021:6:51:45 | ::1 | POST | /profil/reset-password | 200 | {"message":"edit password success"}
14/6/2021:6:51:55 | ::1 | POST | /login | 200 | {"message":"error login gagal!"}
14/6/2021:6:51:59 | ::1 | POST | /login | 200 | {"message":"login berhasil!","token_key":"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VyIjoidXNlcjFAZ21haWwuY29tIiwicm9sZXMiOiJ1c2VyIiwiaWF0IjoxNjI2MjIwMzE5LCJleHAiOjE2MjYzMDY3MTl9.Gxm-8f24zMeMk8Qfwchop3AN6qo7U1MiMl-mmaVy4c4"}
14/6/2021:6:54:00 | ::1 | GET | /profil | 200 | [{"id":"55","name":"user100","email":"user1@gmail.com","password":"$2b$10$hdRcUGgqpxa0/vnbtui4Ae8RQ0B7y8/C/EltVMt6iELi6et4XnL7y","roles":"user","image":"public/images/profil/2021-07-13T23:48:02.343Z-user.png","create_at":"2021-07-13T23:03:21.289Z","update_at":"2021-07-13T23:51:45.699Z"}]
14/6/2021:6:55:06 | ::1 | POST | /profil/edit-profil | 200 | "The \"path\" argument must be of type string or an instance of Buffer or URL. Received undefined"
